district_name,ta,village
"Zomba City","Likangala South Ward",Chilemele
"Zomba City","Likangala South Ward",Chongo
"Zomba City","Likangala South Ward",Jalipelusi
"Zomba City","Likangala South Ward",Mainuka
"Zomba City","Likangala South Ward",Mteche
"Zomba City","Likangala South Ward",Naphambo
"Zomba City","Likangala South Ward",Tewesa
"Zomba City","Likangala South Ward",Mandala
"Zomba City","Likangala South Ward",Mgomo
"Zomba City","Likangala South Ward",Milimbo
"Zomba City","Likangala North Ward",Chikanda
"Zomba City","Likangala North Ward",Chilupsya
"Zomba City","Likangala North Ward",Kazembe
"Zomba City","Mbedza Ward",Mberenga
"Zomba City","Mbedza Ward",Mtambo
"Zomba City","Mbedza Ward",Nandumbo
"Zomba City","Mbedza Ward",Nelo
"Zomba City","Mbedza Ward",Chimwere
"Zomba City","Mbedza Ward",Maulidi
"Zomba City","Mbedza Ward",Mtiya
"Zomba City","Mbedza Ward","Mtiya Trading Centre"
"Zomba City","Mbedza Ward",Ndalama
"Zomba City","Mbedza Ward","Chingalangande Location"
"Zomba City","Mbedza Ward","Kalimbuka Location"
"Zomba City","Mbedza Ward",Mkanda
"Zomba City","Sadzi Ward","Sadzi Location"
"Zomba City","Sadzi Ward",Sinja
"Zomba City","Sadzi Ward",Chizalo
"Zomba City","Sadzi Ward",Mphakati
"Zomba City","Sadzi Ward",Nsauka
"Zomba City","Sadzi Ward",Mpakati
"Zomba City","Sadzi Ward",Alaston
"Zomba City","Zomba Central Ward","Ndola Location"
"Zomba City","Zomba Central Ward","Ndola North Location"
"Zomba City","Zomba Central Ward","Zomba Central Town"
Chiradzulu,Chitera,Luna
Chiradzulu,Chitera,Mlukula
Chiradzulu,Chitera,"Selemani Msungwi"
Chiradzulu,Chitera,Chelewani
Chiradzulu,Chitera,Lumeta
Chiradzulu,Chitera,Mchanawo
Chiradzulu,Chitera,Dzimenyani
Chiradzulu,Chitera,Makalani
Chiradzulu,Chitera,Malabvi
Chiradzulu,Chitera,Mathambo
Chiradzulu,Chitera,Tepula
Chiradzulu,Chitera,Ganiza
Chiradzulu,Chitera,"Lewis Matambo Estate"
Chiradzulu,Chitera,"Mauwa II"
Chiradzulu,Chitera,Mihava
Chiradzulu,Chitera,Mlumbe
Chiradzulu,Chitera,Nchimwa
Chiradzulu,Chitera,Nsomela
Chiradzulu,Chitera,Chilambe
Chiradzulu,Chitera,"Mauwa 1"
Chiradzulu,Chitera,Sumaili
Chiradzulu,Chitera,"Ben Kunjawala"
Chiradzulu,Chitera,Kamwendo
Chiradzulu,Chitera,Kayenda
Chiradzulu,Chitera,"Adam Mwitha"
Chiradzulu,Chitera,Likaka
Chiradzulu,Chitera,Liwonde
Chiradzulu,Chitera,Makawa
Chiradzulu,Chitera,Namvenya
Chiradzulu,Chitera,Ng'omba
Chiradzulu,Chitera,Njaya
Chiradzulu,Chitera,Malinga
Chiradzulu,Chitera,Ndalama
Chiradzulu,Chitera,Njagaja
Chiradzulu,Chitera,Bandula
Chiradzulu,Chitera,Chitera
Chiradzulu,Chitera,Kawawa
Chiradzulu,Chitera,Nakhwala
Chiradzulu,Chitera,Ntembo
Chiradzulu,Chitera,Sayenda
Chiradzulu,Chitera,Ntalika
Chiradzulu,Chitera,Salihera
Chiradzulu,Chitera,Kavina
Chiradzulu,Chitera,Kenani
Chiradzulu,Chitera,Mbenjere
Chiradzulu,Chitera,"Mponda Estate"
Chiradzulu,Chitera,Zenengera
Chiradzulu,Chitera,Likhula
Chiradzulu,Chitera,Edward
Chiradzulu,Chitera,Jonathan
Chiradzulu,Chitera,Thom
Chiradzulu,Kadewere,Chimenya
Chiradzulu,Kadewere,Kandeya
Chiradzulu,Kadewere,Lichanja
Chiradzulu,Kadewere,Namulepwese
Chiradzulu,Kadewere,Mandota
Chiradzulu,Kadewere,"David Mzazila"
Chiradzulu,Kadewere,James
Chiradzulu,Kadewere,Kapeya
Chiradzulu,Kadewere,Chale
Chiradzulu,Kadewere,Ching'ombe
Chiradzulu,Kadewere,Malunga
Chiradzulu,Kadewere,Manawa
Chiradzulu,Kadewere,Tapala
Chiradzulu,Kadewere,Kwitamanda
Chiradzulu,Kadewere,Lubaini
Chiradzulu,Kadewere,Manjeza
Chiradzulu,Kadewere,Roben
Chiradzulu,Kadewere,Chikoja
Chiradzulu,Kadewere,Mjamba
Chiradzulu,Kadewere,Kavina
Chiradzulu,Kadewere,Majawa
Chiradzulu,Kadewere,"Manje Trading Centre"
Chiradzulu,Kadewere,Napulu
Chiradzulu,Kadewere,Nthenda
Chiradzulu,Kadewere,M'mangisa
Chiradzulu,Kadewere,Moffat
Chiradzulu,Kadewere,Namaluwo
Chiradzulu,Kadewere,"Nkumba II"
Chiradzulu,Kadewere,Ntakata
Chiradzulu,Kadewere,Twaya
Chiradzulu,Kadewere,"Mkupu "
Chiradzulu,Kadewere,"Ntamba II"
Chiradzulu,Kadewere,Senjere
Chiradzulu,Kadewere,"Sitimoya "
Chiradzulu,Kadewere,"Sitimoya (A)"
Chiradzulu,Kadewere,"Wisikesi "
Chiradzulu,Kadewere,Mikoche
Chiradzulu,Kadewere,"Sitimola (D)"
Chiradzulu,Kadewere,"Chimimba "
Chiradzulu,Kadewere,Kandindi
Chiradzulu,Kadewere,Masanjala
Chiradzulu,Kadewere,"Mataya (A)"
Chiradzulu,Kadewere,"Mkumba II"
Chiradzulu,Kadewere,NtambaII
Chiradzulu,Kadewere,Chiwalo
Chiradzulu,Kadewere,"G. Nakhule (B)"
Chiradzulu,Kadewere,"John "
Chiradzulu,Kadewere,Mataya
Chiradzulu,Kadewere,Chisawo
Chiradzulu,Kadewere,Khungwa
Chiradzulu,Kadewere,Liundi
Chiradzulu,Kadewere,Nankhule
Chiradzulu,Kadewere,Chilanga
Chiradzulu,Kadewere,Labana
Chiradzulu,Kadewere,Nkagula
Chiradzulu,Kadewere,Chilala
Chiradzulu,Kadewere,Chisasiko
Chiradzulu,Kadewere,Kadewele
Chiradzulu,Kadewere,Simika
Chiradzulu,Kadewere,"Mtemanyama "
Chiradzulu,Kadewere,Nambazo
Chiradzulu,Kadewere,Sitima
Chiradzulu,Kadewere,Mlelemba
Chiradzulu,Kadewere,"Mwangala "
Chiradzulu,Kadewere,Nakhule
Chiradzulu,Kadewere,Chipolopolo
Chiradzulu,Kadewere,Mkaweya
Chiradzulu,Kadewere,Ntakhala
Chiradzulu,Kadewere,Chimbalanga
Chiradzulu,Kadewere,Chizalo
Chiradzulu,Kadewere,Kawonjole
Chiradzulu,Kadewere,Makaluka
Chiradzulu,Kadewere,Manyazi
Chiradzulu,Kadewere,Noniwa
Chiradzulu,Kadewere,Chiyambe
Chiradzulu,Kadewere,"Kakaluka (A)"
Chiradzulu,Kadewere,Muimusi
Chiradzulu,Kadewere,Chabwera
Chiradzulu,Kadewere,Malambo
Chiradzulu,Kadewere,N'gombe
Chiradzulu,Kadewere,Kadewele-Mpunga
Chiradzulu,Kadewere,Khongolo
Chiradzulu,Kadewere,Mwenyedawa
Chiradzulu,Kadewere,Nanlaku
Chiradzulu,Kadewere,Ngoleka
Chiradzulu,Kadewere,Balala
Chiradzulu,Kadewere,Kanyenda
Chiradzulu,Kadewere,Maleta
Chiradzulu,Kadewere,Chakwiya
Chiradzulu,Kadewere,NSUPI
Chiradzulu,Kadewere,Chilumba
Chiradzulu,Kadewere,Nkumba
Chiradzulu,Kadewere,Kohola
Chiradzulu,Kadewere,Kwacha
Chiradzulu,Kadewere,Mkelepa
Chiradzulu,Kadewere,Mlipa
Chiradzulu,Kadewere,Mkwelepa
Chiradzulu,Kadewere,Mtembo
Chiradzulu,Kadewere,Nakhuba
Chiradzulu,Kadewere,Salimu
Chiradzulu,Kadewere,Chikwakwa
Chiradzulu,Kadewere,Khelengeza
Chiradzulu,Kadewere,Ndalama
Chiradzulu,Kadewere,Chikwakwata
Chiradzulu,Kadewere,Chikumbu
Chiradzulu,Kadewere,Khamula
Chiradzulu,Kadewere,Makolija
Chiradzulu,Kadewere,Makumbi
Chiradzulu,Kadewere,Ndala
Chiradzulu,Kadewere,Mpilangwe
Chiradzulu,Kadewere,Kilowe
Chiradzulu,Kadewere,Mkwayi
Chiradzulu,Kadewere,Mkomanyama
Chiradzulu,Kadewere,Mpuluka
Chiradzulu,Kadewere,Namulu
Chiradzulu,Kadewere,Khanyepa
Chiradzulu,Kadewere,Mkolokosa
Chiradzulu,Kadewere,M'mora
Chiradzulu,Kadewere,Chikumba
Chiradzulu,Kadewere,Chinseu
Chiradzulu,Kadewere,Manjomo
Chiradzulu,Kadewere,Mokowa
Chiradzulu,Kadewere,Ngilengile
Chiradzulu,Kadewere,Chitawo
Chiradzulu,Kadewere,"Chitawo Trading Centre"
Chiradzulu,Kadewere,Kadangwe
Chiradzulu,Kadewere,Masuli
Chiradzulu,Kadewere,Phwitiko
Chiradzulu,Kadewere,Mpira
Chiradzulu,Kadewere,Manjolo
Chiradzulu,Kadewere,Muheya
Chiradzulu,Kadewere,"Mtamba I"
Chiradzulu,Kadewere,Chanje
Chiradzulu,Kadewere,Makwiti
Chiradzulu,Kadewere,Mtetemera
Chiradzulu,Kadewere,Mulolo
Chiradzulu,Kadewere,Nyambalo
Chiradzulu,Kadewere,Kambalame
Chiradzulu,Kadewere,Namasalima
Chiradzulu,Kadewere,Chintengo
Chiradzulu,Kadewere,Jalasi
Chiradzulu,Kadewere,Mtupanyama
Chiradzulu,Kadewere,Baluwa
Chiradzulu,Kadewere,Chikwiri
Chiradzulu,Kadewere,Chiliko
Chiradzulu,Kadewere,Mlaviwa
Chiradzulu,Kadewere,Mtalika
Chiradzulu,Kadewere,Ndanga
Chiradzulu,Kadewere,Ngokwe
Chiradzulu,Kadewere,"Thumbwe Trading Centre"
Chiradzulu,Kadewere,Nangwiya
Chiradzulu,Kadewere,Selemani
Chiradzulu,Kadewere,Beya
Chiradzulu,Kadewere,Matope
Chiradzulu,Kadewere,Mtulumbwa
Chiradzulu,Kadewere,Likalawe
Chiradzulu,Kadewere,Mpenda
Chiradzulu,Kadewere,Mwethiwa
Chiradzulu,Kadewere,Chiniko
Chiradzulu,Kadewere,Kaliya
Chiradzulu,Kadewere,"Kazembe III"
Chiradzulu,Kadewere,Masambachi
Chiradzulu,Kadewere,Pemba
Chiradzulu,Kadewere,Chotcha
Chiradzulu,Kadewere,"Kazembe II"
Chiradzulu,Kadewere,Khwinjiwa
Chiradzulu,Kadewere,Maso
Chiradzulu,Kadewere,Nantowa
Chiradzulu,Kadewere,Cheta
Chiradzulu,Kadewere,Nawani
Chiradzulu,Kadewere,Chituta
Chiradzulu,Kadewere,Nachuma
Chiradzulu,Kadewere,Mbanga
Chiradzulu,Kadewere,Mkolimbo
Chiradzulu,Kadewere,Taibu
Chiradzulu,Kadewere,Malele
Chiradzulu,Kadewere,Mulozi
Chiradzulu,Kadewere,Kachaga
Chiradzulu,Kadewere,Misanjo
Chiradzulu,Kadewere,Taimu
Chiradzulu,Kadewere,Thuruwa
Chiradzulu,Kadewere,Horowanya
Chiradzulu,Kadewere,Likovo
Chiradzulu,Kadewere,"Mkanda II"
Chiradzulu,Kadewere,Magodi
Chiradzulu,Kadewere,Maliko
Chiradzulu,Kadewere,Mkumba
Chiradzulu,Kadewere,Mpanda
Chiradzulu,Kadewere,Zembereko
Chiradzulu,Kadewere,Chitopa
Chiradzulu,Kadewere,Kamala
Chiradzulu,Kadewere,Kuchombe
Chiradzulu,Kadewere,Malenga
Chiradzulu,Kadewere,Samuel
Chiradzulu,Kadewere,Chimombo
Chiradzulu,Kadewere,Chiwayula
Chiradzulu,Kadewere,Madulira
Chiradzulu,Kadewere,Robert
Chiradzulu,Kadewere,Chombe
Chiradzulu,Kadewere,Kajawo
Chiradzulu,Kadewere,Muhasuwa
Chiradzulu,Kadewere,Ngwale
Chiradzulu,Kadewere,Mpoto
Chiradzulu,Kadewere,Ngonji
Chiradzulu,Kadewere,Phanduwa
Chiradzulu,Kadewere,Namigoji
Chiradzulu,Kadewere,Mselema
Chiradzulu,Kadewere,Singano
Chiradzulu,Kadewere,Tawakali
Chiradzulu,Kadewere,Chimatilo
Chiradzulu,Kadewere,Kaliyati
Chiradzulu,Kadewere,Nkolimbo
Chiradzulu,Kadewere,Tayibu
Chiradzulu,Kadewere,Msokanya
Chiradzulu,Kadewere,Mwanyali
Chiradzulu,Kadewere,Nkanda
Chiradzulu,Kadewere,Nkonde
Chiradzulu,Kadewere,Magaleta
Chiradzulu,Kadewere,Muliva
Chiradzulu,Kadewere,Nsowanya
Chiradzulu,Kadewere,Kazembe
Chiradzulu,Kadewere,Namathiya
Chiradzulu,Kadewere,Lipalama
Chiradzulu,Kadewere,Masuku
Chiradzulu,Kadewere,Lituni
Chiradzulu,Kadewere,Chagwa
Chiradzulu,Kadewere,Muyere
Chiradzulu,Kadewere,Mpapato
Chiradzulu,Kadewere,Katani
Chiradzulu,Kadewere,"Mka nda"
Chiradzulu,Kadewere,Muwa
Chiradzulu,Kadewere,Namakhwiri
Chiradzulu,Kadewere,Kumano
Chiradzulu,Kadewere,Magombo
Chiradzulu,Kadewere,Khumbunya
Chiradzulu,Kadewere,Mkanda
Chiradzulu,Kadewere,Muriya
Chiradzulu,Kadewere,Mvonye
Chiradzulu,Kadewere,Kwatani
Chiradzulu,Kadewere,Masikila
Chiradzulu,Kadewere,Thumbulu
Chiradzulu,Kadewere,Limbani
Chiradzulu,Kadewere,Mkhota
Chiradzulu,Kadewere,Nyalugwe
Chiradzulu,Kadewere,Chalamanda
Chiradzulu,Kadewere,Kholomana
Chiradzulu,Kadewere,Witika
Chiradzulu,Kadewere,Lwala
Chiradzulu,Kadewere,Malombe
Chiradzulu,Kadewere,Mkmbuwa
Chiradzulu,Kadewere,Mgwale
Chiradzulu,Kadewere,Imedi
Chiradzulu,Kadewere,Liwawanya
Chiradzulu,Kadewere,"Namitambo T.C."
Chiradzulu,Kadewere,Chikaonda
Chiradzulu,Kadewere,Chinguwo
Chiradzulu,Kadewere,Mtweya
Chiradzulu,Kadewere,Halala
Chiradzulu,Kadewere,Khuvinda
Chiradzulu,Kadewere,Majikuta
Chiradzulu,Kadewere,Mtenjera
Chiradzulu,Kadewere,Mwendayekha
Chiradzulu,Kadewere,Salira
Chiradzulu,Kadewere,"Chiradzulu Forest Reserve"
Chiradzulu,Likoswe,Kazombe
Chiradzulu,Likoswe,"Yasini Trading Centre"
Chiradzulu,Likoswe,Maloya
Chiradzulu,Likoswe,Mkwanda
Chiradzulu,Likoswe,Walala
Chiradzulu,Likoswe,Nkowasenga
Chiradzulu,Likoswe,Nsambo
Chiradzulu,Likoswe,George
Chiradzulu,Likoswe,Jekete
Chiradzulu,Likoswe,Ngolanga
Chiradzulu,Likoswe,Ntalika
Chiradzulu,Likoswe,Singano
Chiradzulu,Likoswe,Kanyenda
Chiradzulu,Likoswe,Kika
Chiradzulu,Likoswe,Jeremba
Chiradzulu,Likoswe,Mandindi
Chiradzulu,Likoswe,Ntenje
Chiradzulu,Likoswe,Bwanaisa
Chiradzulu,Likoswe,Mantchombe
Chiradzulu,Likoswe,Nsiya
Chiradzulu,Likoswe,Chilambe
Chiradzulu,Likoswe,Jumbe
Chiradzulu,Likoswe,Mothiwa
Chiradzulu,Likoswe,Chitambuli
Chiradzulu,Likoswe,Mjambe
Chiradzulu,Likoswe,Mpochera
Chiradzulu,Likoswe,Chikwana
Chiradzulu,Likoswe,Kachepa
Chiradzulu,Likoswe,Bula
Chiradzulu,Likoswe,Nsanja
Chiradzulu,Likoswe,Sanja
Chiradzulu,Likoswe,Glasten
Chiradzulu,Likoswe,Kabango
Chiradzulu,Likoswe,Matuta
Chiradzulu,Likoswe,Nchongonjo
Chiradzulu,Likoswe,"Undi II"
Chiradzulu,Likoswe,Kane
Chiradzulu,Likoswe,Makhalira
Chiradzulu,Likoswe,Sagawa
Chiradzulu,Likoswe,"Undi I"
Chiradzulu,Likoswe,Kalungwe
Chiradzulu,Likoswe,Nkonga
Chiradzulu,Likoswe,Nankwenya
Chiradzulu,Likoswe,Nkanda
Chiradzulu,Likoswe,Nkuchira
Chiradzulu,Likoswe,Matumula
Chiradzulu,Likoswe,Mkanda
Chiradzulu,Likoswe,Mlambulo
Chiradzulu,Likoswe,Nanyanga
Chiradzulu,Likoswe,Sumani
Chiradzulu,Likoswe,Chimimba
Chiradzulu,Likoswe,Kajawo
Chiradzulu,Likoswe,Milepa
Chiradzulu,Likoswe,Nathanana
Chiradzulu,Likoswe,Gumulila
Chiradzulu,Likoswe,Kandoje
Chiradzulu,Likoswe,Njuzi
Chiradzulu,Likoswe,Kanyongo
Chiradzulu,Likoswe,Manguwo
Chiradzulu,Likoswe,Mtupanyama
Chiradzulu,Likoswe,Chatha
Chiradzulu,Likoswe,Makanje
Chiradzulu,Likoswe,"Mataka I"
Chiradzulu,Likoswe,Thumba
Chiradzulu,Likoswe,Thanyiwa
Chiradzulu,Likoswe,Mwenje
Chiradzulu,Likoswe,Ntonya
Chiradzulu,Likoswe,Nsulumba
Chiradzulu,Likoswe,"Ben  Gomani"
Chiradzulu,Likoswe,Chibwana
Chiradzulu,Likoswe,Mpira
Chiradzulu,Likoswe,Mphamba
Chiradzulu,Likoswe,Sawali
Chiradzulu,Likoswe,Likhomo
Chiradzulu,Likoswe,Luwengwa
Chiradzulu,Likoswe,Liunje
Chiradzulu,Likoswe,Mkwate
Chiradzulu,Likoswe,Likoswe
Chiradzulu,Likoswe,Mbemba
Chiradzulu,Likoswe,Mitawa
Chiradzulu,Likoswe,Chimangansasa
Chiradzulu,Likoswe,Liwengwa
Chiradzulu,Likoswe,Ngusiche
Chiradzulu,Likoswe,Mkwamba
Chiradzulu,Likoswe,Herbert
Chiradzulu,Likoswe,Lupanga
Chiradzulu,Likoswe,Tapala
Chiradzulu,Likoswe,Anderson
Chiradzulu,Likoswe,Chimatiro
Chiradzulu,Likoswe,Mleso
Chiradzulu,Likoswe,Masangano
Chiradzulu,Likoswe,Likalawe
Chiradzulu,Likoswe,Mchocholo
Chiradzulu,Likoswe,Tauchila
Chiradzulu,Likoswe,Limula
Chiradzulu,Likoswe,Mataka
Chiradzulu,Likoswe,Nthambi
Chiradzulu,Likoswe,Nkwatula
Chiradzulu,Likoswe,"Tawa Estate Estate"
Chiradzulu,Likoswe,Masikini
Chiradzulu,Likoswe,Mkwepu
Chiradzulu,Likoswe,Nsikita
Chiradzulu,Likoswe,Mkhweva
Chiradzulu,Likoswe,Nyama
Chiradzulu,Likoswe,Chingoli
Chiradzulu,Likoswe,Kazembe
Chiradzulu,Likoswe,Malika
Chiradzulu,Likoswe,Nkacha
Chiradzulu,Likoswe,Nyamula
Chiradzulu,Likoswe,Thamangiwa
Chiradzulu,Likoswe,Adam
Chiradzulu,Likoswe,Mkumba
Chiradzulu,Likoswe,Mzembere
Chiradzulu,Likoswe,Magombo
Chiradzulu,Likoswe,Nkasa
Chiradzulu,Likoswe,Ntepere
Chiradzulu,Likoswe,Likubo
Chiradzulu,Likoswe,Makwinja
Chiradzulu,Likoswe,"Mwenye I"
Chiradzulu,Likoswe,Namulumbwa
Chiradzulu,Likoswe,Monjeleliwa
Chiradzulu,Likoswe,Nankhwawa
Chiradzulu,Likoswe,Gogomwa
Chiradzulu,Likoswe,Nyenga
Chiradzulu,Likoswe,Peter
Chiradzulu,Likoswe,Lunda
Chiradzulu,Likoswe,Lungija
Chiradzulu,Likoswe,Nchere
Chiradzulu,Likoswe,Mchere
Chiradzulu,Likoswe,Namanya
Chiradzulu,Likoswe,Nsomera
Chiradzulu,Likoswe,Howa
Chiradzulu,Likoswe,Kapichi
Chiradzulu,Likoswe,Thupanakhala
Chiradzulu,Likoswe,Bonongwe
Chiradzulu,Likoswe,Kambalame
Chiradzulu,Likoswe,Kanje
Chiradzulu,Likoswe,Nthupa
Chiradzulu,Likoswe,Kalanje
Chiradzulu,Likoswe,Katanga
Chiradzulu,Likoswe,Makunami
Chiradzulu,Likoswe,Mlanjila
Chiradzulu,Likoswe,Zachima
Chiradzulu,Likoswe,Kwelani
Chiradzulu,Likoswe,Lopa
Chiradzulu,Likoswe,Njelemba
Chiradzulu,Likoswe,Ntapu
Chiradzulu,Likoswe,Mulajila
Chiradzulu,Likoswe,Ntapo
Chiradzulu,Likoswe,"James Sambani"
Chiradzulu,Likoswe,Malinga
Chiradzulu,Mchema,Thom
Chiradzulu,Mchema,Katopola
Chiradzulu,Mchema,"Majiga Trading Centre"
Chiradzulu,Mchema,Mjagaja
Chiradzulu,Mchema,Suga
Chiradzulu,Mchema,Chindungula
Chiradzulu,Mchema,Kachere
Chiradzulu,Mchema,Chilemba
Chiradzulu,Mchema,Khumbanyiwa
Chiradzulu,Mchema,Mchema
Chiradzulu,Mchema,Nchema
Chiradzulu,Mchema,Nyimbiri
Chiradzulu,Mchema,Balakasi
Chiradzulu,Mchema,"Witika "
Chiradzulu,Mchema,Lumbe
Chiradzulu,Mchema,Chitando
Chiradzulu,Mchema,Chotokwa
Chiradzulu,Mchema,Nakatha
Chiradzulu,Mchema,Mavila
Chiradzulu,Mchema,Mdeza
Chiradzulu,Mchema,Mwanduza
Chiradzulu,Mchema,Ntaja
Chiradzulu,Mchema,Msusa
Chiradzulu,Mchema,Ngwale
Chiradzulu,Mchema,Tindu
Chiradzulu,Mchema,Phuteya
Chiradzulu,Mchema,Mwasibu
Chiradzulu,Mchema,Nazombe
Chiradzulu,Mchema,Kaposa
Chiradzulu,Mchema,Mdyamabvu
Chiradzulu,Mchema,Mpotola
Chiradzulu,Mchema,Sabuni
Chiradzulu,Mchema,Bowadi
Chiradzulu,Mchema,Matikiti
Chiradzulu,Mchema,Matimati
Chiradzulu,Mchema,Mlula
Chiradzulu,Mchema,Moto
Chiradzulu,Mchema,Baluti
Chiradzulu,Mchema,Ntindo
Chiradzulu,Mchema,Kapyola
Chiradzulu,Mchema,Ngalawesa
Chiradzulu,Mchema,Mauwa
Chiradzulu,Mchema,Changamile
Chiradzulu,Mchema,Kasani
Chiradzulu,Mchema,Namatikha
Chiradzulu,Mchema,Kamala
Chiradzulu,Mchema,Khukhumula
Chiradzulu,Mchema,Khongozo
Chiradzulu,Mchema,Mkwaila
Chiradzulu,Mchema,Nawani
Chiradzulu,Mchema,Chikopa
Chiradzulu,Mchema,Mdyanyama
Chiradzulu,Mchema,Mwinjilo
Chiradzulu,Mchema,Sitima
Chiradzulu,Mchema,Mphepo
Chiradzulu,Mchema,Nyandule
Chiradzulu,Mchema,Mphaya
Chiradzulu,Mchema,Munyapa
Chiradzulu,Mchema,Sabola
Chiradzulu,Mchema,Linyama
Chiradzulu,Mchema,Mangwere
Chiradzulu,Mchema,Munlo
Chiradzulu,Mchema,Bandawe
Chiradzulu,Mchema,"Munlo Trading Centre"
Chiradzulu,Mchema,Nakuba
Chiradzulu,Mchema,Nalaku
Chiradzulu,Mchema,Mayisoni
Chiradzulu,Mchema,Nkolombola
Chiradzulu,Mchema,Makwinja
Chiradzulu,Mchema,Mukiwa
Chiradzulu,Mchema,Chilumpha
Chiradzulu,Mchema,Masauli
Chiradzulu,Mchema,Mgunda
Chiradzulu,Mchema,Namahala
Chiradzulu,Mchema,Koneliwa
Chiradzulu,Mchema,Likhomo
Chiradzulu,Mchema,"Milepa Trading Centre"
Chiradzulu,Mchema,Mwinjiro
Chiradzulu,Mchema,Khanje
Chiradzulu,Nkalo,Matope
Chiradzulu,Nkalo,Siliya
Chiradzulu,Nkalo,Sabuni
Chiradzulu,Nkalo,"Chikowa Estate"
Chiradzulu,Nkalo,"Choda T.Centre"
Chiradzulu,Nkalo,Jali
Chiradzulu,Nkalo,Sakwata
Chiradzulu,Nkalo,Nankuyu
Chiradzulu,Nkalo,Fikila
Chiradzulu,Nkalo,Ngoniwa
Chiradzulu,Nkalo,Mangulama
Chiradzulu,Nkalo,Misomali
Chiradzulu,Nkalo,Malaya
Chiradzulu,Nkalo,Msolomba
Chiradzulu,Nkalo,Takhiwa
Chiradzulu,Nkalo,Perenje
Chiradzulu,Nkalo,Sekeya
Chiradzulu,Nkalo,Mpatuka
Chiradzulu,Nkalo,Mpulula
Chiradzulu,Nkalo,Mwahala
Chiradzulu,Nkalo,Nguku
Chiradzulu,Nkalo,Koneliwa
Chiradzulu,Nkalo,Namanla
Chiradzulu,Nkalo,"Phwandaphwanda 1"
Chiradzulu,Nkalo,James
Chiradzulu,Nkalo,Mitanga
Chiradzulu,Nkalo,Namonde
Chiradzulu,Nkalo,Ntambalika
Chiradzulu,Nkalo,"James Matuwa"
Chiradzulu,Nkalo,Mpezeni
Chiradzulu,Nkalo,"Phwandaphwanda II"
Chiradzulu,Nkalo,Balasoni
Chiradzulu,Nkalo,Ndala
Chiradzulu,Nkalo,Phwandaphwanda
Chiradzulu,Nkalo,Kengere
Chiradzulu,Nkalo,Matuwa
Chiradzulu,Nkalo,"Namonde II"
Chiradzulu,Nkalo,Kholomana
Chiradzulu,Nkalo,Malonda
Chiradzulu,Nkalo,Nthiyana
Chiradzulu,Nkalo,Mpangiwa
Chiradzulu,Nkalo,Nkhuwala
Chiradzulu,Nkalo,Chikapa
Chiradzulu,Nkalo,Dickson
Chiradzulu,Nkalo,Mulumpwa
Chiradzulu,Nkalo,Namalusa
Chiradzulu,Nkalo,Losa
Chiradzulu,Nkalo,"Losa  Trading  Centre "
Chiradzulu,Nkalo,Chiuta
Chiradzulu,Nkalo,Golosi
Chiradzulu,Nkalo,Kazembe
Chiradzulu,Nkalo,Khaoreya
Chiradzulu,Nkalo,Nkhupera
Chiradzulu,Nkalo,"Liphutu I"
Chiradzulu,Nkalo,Chapamba
Chiradzulu,Nkalo,Chiwotcha
Chiradzulu,Nkalo,Kamwaha
Chiradzulu,Nkalo,M'boola
Chiradzulu,Nkalo,Ntope
Chiradzulu,Nkalo,Samikwa
Chiradzulu,Nkalo,Makalakala
Chiradzulu,Nkalo,Miyopo
Chiradzulu,Nkalo,Munyapa
Chiradzulu,Nkalo,Nyenyeliwa
Chiradzulu,Nkalo,Zuze
Chiradzulu,Nkalo,Chidawati
Chiradzulu,Nkalo,Lihiro
Chiradzulu,Nkalo,"Mitole II"
Chiradzulu,Nkalo,Saukila
Chiradzulu,Nkalo,Semani
Chiradzulu,Nkalo,Somanje
Chiradzulu,Nkalo,Lipenga
Chiradzulu,Nkalo,Mwineya
Chiradzulu,Nkalo,Namulu
Chiradzulu,Nkalo,Thukumwa
Chiradzulu,Nkalo,Chizula
Chiradzulu,Nkalo,Madeya
Chiradzulu,Nkalo,Makalani
Chiradzulu,Nkalo,Chapweteka
Chiradzulu,Nkalo,Maoni
Chiradzulu,Nkalo,Nantapa
Chiradzulu,Nkalo,Ntamba
Chiradzulu,Nkalo,Kachingwe
Chiradzulu,Nkalo,Nkalo
Chiradzulu,Nkalo,Nsupe
Chiradzulu,Nkalo,Masuso
Chiradzulu,Nkalo,Ngumba
Chiradzulu,Nkalo,Tambala
Chiradzulu,Nkalo,Chileka
Chiradzulu,Nkalo,Majanga
Chiradzulu,Nkalo,"Mpezeni II"
Chiradzulu,Nkalo,Mitole
Chiradzulu,Nkalo,Mwamadi
Chiradzulu,Nkalo,Mphwere
Chiradzulu,Nkalo,Mwinjiro
Chiradzulu,Nkalo,Mphere
Chiradzulu,Nkalo,Nankhumwa
Chiradzulu,Mpama,Mipande
Chiradzulu,Mpama,Sadi
Chiradzulu,Mpama,Ulaya
Chiradzulu,Mpama,Jonathan
Chiradzulu,Mpama,Matola
Chiradzulu,Mpama,Peter
Chiradzulu,Mpama,Masuku
Chiradzulu,Mpama,Mitawa
Chiradzulu,Mpama,Walala
Chiradzulu,Mpama,Lidala
Chiradzulu,Mpama,Mataya
Chiradzulu,Mpama,Myasa
Chiradzulu,Mpama,Chawinja
Chiradzulu,Mpama,Makawa
